iteration	t (ms)	leakageParameters:E_L (mV)	leakageParameters:g_L (mS_per_cm2)	membraneParameters:Cm (microF_per_cm2)	potassiumChannelParameters:E_K (mV)	potassiumChannelParameters:g_K (milliS_per_cm2)	sodiumChannelParameters:E_Na (mV)	sodiumChannelParameters:g_Na (mS_per_cm2)	controller:i_stim (microA_per_cm2)	sodiumChannelEquations:Na_conductance (mS_per_cm2)	sodiumChannelEquations:i_Na (microA_per_cm2)	mGateEquations:alpha_m (per_ms)	mGateEquations:beta_m (per_ms)	hGateEquations:alpha_h (per_ms)	hGateEquations:beta_h (per_ms)	potassiumChannelEquations:i_K (microA_per_cm2)	nGateEquations:alpha_n (per_ms)	nGateEquations:beta_n (per_ms)	leakageEquations:i_L (microA_per_cm2)	membraneEquations:i_tot (microA_per_cm2)	importedGateM:X (dimensionless)	importedGateH:X (dimensionless)	importedGate:X (dimensionless)	membraneEquations:V (mV)
1631	 16.31-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000230382	 -0.0275715	 0.111628	 6.84794	 0.113566	 0.0185643	 9.11481	 0.747204	 0.0433732	 -9.08333	 0.00391619	 	0.0160408	0.465659	0.941515	-84.6778
1632	 16.32-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000230636	 -0.027602	 0.111628	 6.84795	 0.113566	 0.0185642	 9.11482	 0.747205	 0.0433732	 -9.08334	 0.00388396	 	0.0160407	0.466179	0.941544	-84.6778
1633	 16.33-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00023089	 -0.0276324	 0.111628	 6.84797	 0.113566	 0.0185642	 9.11483	 0.747205	 0.0433732	 -9.08335	 0.00385199	 	0.0160406	0.466699	0.941572	-84.6779
1634	 16.34-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000231143	 -0.0276627	 0.111628	 6.84798	 0.113567	 0.0185641	 9.11484	 0.747205	 0.0433731	 -9.08336	 0.00382029	 	0.0160405	0.467218	0.941601	-84.6779
1635	 16.35-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000231396	 -0.027693	 0.111627	 6.84799	 0.113567	 0.018564	 9.11485	 0.747206	 0.0433731	 -9.08337	 0.00378885	 	0.0160404	0.467736	0.941628	-84.6779
1636	 16.36-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000231649	 -0.0277233	 0.111627	 6.84801	 0.113567	 0.018564	 9.11486	 0.747206	 0.0433731	 -9.08338	 0.00375766	 	0.0160404	0.468254	0.941656	-84.678
1637	 16.37-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000231902	 -0.0277535	 0.111627	 6.84802	 0.113567	 0.0185639	 9.11488	 0.747207	 0.0433731	 -9.08339	 0.00372673	 	0.0160403	0.468771	0.941684	-84.678
1638	 16.38-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000232154	 -0.0277837	 0.111626	 6.84804	 0.113567	 0.0185638	 9.11489	 0.747207	 0.0433731	 -9.08341	 0.00369606	 	0.0160402	0.469287	0.941711	-84.6781
1639	 16.39-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000232406	 -0.0278139	 0.111626	 6.84805	 0.113568	 0.0185638	 9.1149	 0.747207	 0.043373	 -9.08342	 0.00366564	 	0.0160401	0.469802	0.941738	-84.6781
1640	 16.4-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000232658	 -0.027844	 0.111626	 6.84807	 0.113568	 0.0185637	 9.11491	 0.747208	 0.043373	 -9.08343	 0.00363547	 	0.01604	0.470317	0.941765	-84.6781
1641	 16.41-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000232909	 -0.0278741	 0.111625	 6.84808	 0.113568	 0.0185636	 9.11492	 0.747208	 0.043373	 -9.08344	 0.00360555	 	0.0160399	0.470832	0.941792	-84.6782
1642	 16.42-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00023316	 -0.0279042	 0.111625	 6.84809	 0.113568	 0.0185636	 9.11493	 0.747208	 0.043373	 -9.08345	 0.00357587	 	0.0160398	0.471345	0.941818	-84.6782
1643	 16.43-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000233411	 -0.0279342	 0.111625	 6.84811	 0.113568	 0.0185635	 9.11494	 0.747209	 0.043373	 -9.08346	 0.00354643	 	0.0160398	0.471858	0.941844	-84.6782
1644	 16.44-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000233661	 -0.0279641	 0.111624	 6.84812	 0.113569	 0.0185634	 9.11495	 0.747209	 0.0433729	 -9.08347	 0.00351724	 	0.0160397	0.47237	0.94187	-84.6783
1645	 16.45-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000233911	 -0.0279941	 0.111624	 6.84813	 0.113569	 0.0185634	 9.11496	 0.74721	 0.0433729	 -9.08348	 0.00348829	 	0.0160396	0.472882	0.941896	-84.6783
1646	 16.46-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000234161	 -0.028024	 0.111624	 6.84815	 0.113569	 0.0185633	 9.11498	 0.74721	 0.0433729	 -9.08349	 0.00345957	 	0.0160395	0.473393	0.941922	-84.6783
1647	 16.47-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00023441	 -0.0280538	 0.111624	 6.84816	 0.113569	 0.0185632	 9.11499	 0.74721	 0.0433729	 -9.0835	 0.00343109	 	0.0160394	0.473903	0.941947	-84.6784
1648	 16.48-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000234659	 -0.0280837	 0.111623	 6.84817	 0.113569	 0.0185632	 9.115	 0.747211	 0.0433729	 -9.08351	 0.00340285	 	0.0160394	0.474412	0.941973	-84.6784
1649	 16.49-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000234908	 -0.0281134	 0.111623	 6.84819	 0.11357	 0.0185631	 9.11501	 0.747211	 0.0433728	 -9.08352	 0.00337483	 	0.0160393	0.474921	0.941998	-84.6784
1650	 16.5-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000235157	 -0.0281432	 0.111623	 6.8482	 0.11357	 0.0185631	 9.11502	 0.747211	 0.0433728	 -9.08353	 0.00334705	 	0.0160392	0.475429	0.942022	-84.6785
1651	 16.51-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000235405	 -0.0281729	 0.111622	 6.84821	 0.11357	 0.018563	 9.11504	 0.747212	 0.0433728	 -9.08354	 0.00331949	 	0.0160391	0.475937	0.942047	-84.6785
1652	 16.52-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000235653	 -0.0282026	 0.111622	 6.84822	 0.11357	 0.0185629	 9.11505	 0.747212	 0.0433728	 -9.08355	 0.00329216	 	0.016039	0.476444	0.942071	-84.6785
1653	 16.53-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0002359	 -0.0282322	 0.111622	 6.84824	 0.11357	 0.0185629	 9.11506	 0.747212	 0.0433728	 -9.08356	 0.00326505	 	0.016039	0.47695	0.942096	-84.6786
1654	 16.54-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000236148	 -0.0282618	 0.111622	 6.84825	 0.113571	 0.0185628	 9.11507	 0.747213	 0.0433728	 -9.08357	 0.00323817	 	0.0160389	0.477455	0.94212	-84.6786
1655	 16.55-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000236395	 -0.0282914	 0.111621	 6.84826	 0.113571	 0.0185628	 9.11509	 0.747213	 0.0433727	 -9.08358	 0.0032115	 	0.0160388	0.47796	0.942144	-84.6786
1656	 16.56-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000236641	 -0.0283209	 0.111621	 6.84827	 0.113571	 0.0185627	 9.1151	 0.747213	 0.0433727	 -9.08359	 0.00318505	 	0.0160387	0.478464	0.942167	-84.6787
1657	 16.57-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000236888	 -0.0283504	 0.111621	 6.84829	 0.113571	 0.0185626	 9.11511	 0.747213	 0.0433727	 -9.0836	 0.00315882	 	0.0160387	0.478968	0.942191	-84.6787
1658	 16.58-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000237134	 -0.0283798	 0.111621	 6.8483	 0.113571	 0.0185626	 9.11512	 0.747214	 0.0433727	 -9.08361	 0.00313281	 	0.0160386	0.479471	0.942214	-84.6787
1659	 16.59-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000237379	 -0.0284092	 0.11162	 6.84831	 0.113571	 0.0185625	 9.11514	 0.747214	 0.0433727	 -9.08362	 0.003107	 	0.0160385	0.479973	0.942237	-84.6788
1660	 16.6-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000237625	 -0.0284386	 0.11162	 6.84832	 0.113572	 0.0185625	 9.11515	 0.747214	 0.0433727	 -9.08363	 0.00308141	 	0.0160385	0.480474	0.94226	-84.6788
1661	 16.61-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00023787	 -0.028468	 0.11162	 6.84833	 0.113572	 0.0185624	 9.11516	 0.747215	 0.0433726	 -9.08364	 0.00305603	 	0.0160384	0.480975	0.942283	-84.6788
1662	 16.62-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000238115	 -0.0284973	 0.11162	 6.84835	 0.113572	 0.0185624	 9.11518	 0.747215	 0.0433726	 -9.08365	 0.00303085	 	0.0160383	0.481475	0.942306	-84.6789
1663	 16.63-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000238359	 -0.0285265	 0.111619	 6.84836	 0.113572	 0.0185623	 9.11519	 0.747215	 0.0433726	 -9.08366	 0.00300588	 	0.0160382	0.481975	0.942328	-84.6789
1664	 16.64-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000238603	 -0.0285558	 0.111619	 6.84837	 0.113572	 0.0185622	 9.1152	 0.747216	 0.0433726	 -9.08367	 0.00298111	 	0.0160382	0.482474	0.94235	-84.6789
1665	 16.65-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000238847	 -0.028585	 0.111619	 6.84838	 0.113572	 0.0185622	 9.11522	 0.747216	 0.0433726	 -9.08368	 0.00295655	 	0.0160381	0.482972	0.942372	-84.6789
1666	 16.66-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000239091	 -0.0286141	 0.111619	 6.84839	 0.113573	 0.0185621	 9.11523	 0.747216	 0.0433726	 -9.08368	 0.00293219	 	0.016038	0.48347	0.942394	-84.679
1667	 16.67-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000239334	 -0.0286432	 0.111618	 6.8484	 0.113573	 0.0185621	 9.11524	 0.747217	 0.0433725	 -9.08369	 0.00290802	 	0.016038	0.483966	0.942416	-84.679
1668	 16.68-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000239577	 -0.0286723	 0.111618	 6.84841	 0.113573	 0.018562	 9.11526	 0.747217	 0.0433725	 -9.0837	 0.00288406	 	0.0160379	0.484463	0.942437	-84.679
1669	 16.69-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000239819	 -0.0287014	 0.111618	 6.84842	 0.113573	 0.018562	 9.11527	 0.747217	 0.0433725	 -9.08371	 0.00286028	 	0.0160378	0.484958	0.942459	-84.6791
1670	 16.7-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000240062	 -0.0287304	 0.111618	 6.84843	 0.113573	 0.0185619	 9.11529	 0.747217	 0.0433725	 -9.08372	 0.00283671	 	0.0160378	0.485453	0.94248	-84.6791
1671	 16.71-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000240304	 -0.0287593	 0.111617	 6.84845	 0.113573	 0.0185619	 9.1153	 0.747218	 0.0433725	 -9.08373	 0.00281332	 	0.0160377	0.485947	0.942501	-84.6791
1672	 16.72-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000240546	 -0.0287883	 0.111617	 6.84846	 0.113574	 0.0185618	 9.11531	 0.747218	 0.0433725	 -9.08374	 0.00279013	 	0.0160376	0.486441	0.942522	-84.6791
1673	 16.73-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000240787	 -0.0288172	 0.111617	 6.84847	 0.113574	 0.0185618	 9.11533	 0.747218	 0.0433724	 -9.08374	 0.00276712	 	0.0160376	0.486934	0.942542	-84.6792
1674	 16.74-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000241028	 -0.028846	 0.111617	 6.84848	 0.113574	 0.0185617	 9.11534	 0.747219	 0.0433724	 -9.08375	 0.00274431	 	0.0160375	0.487426	0.942563	-84.6792
1675	 16.75-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000241269	 -0.0288749	 0.111616	 6.84849	 0.113574	 0.0185617	 9.11536	 0.747219	 0.0433724	 -9.08376	 0.00272167	 	0.0160375	0.487918	0.942583	-84.6792
1676	 16.76-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000241509	 -0.0289037	 0.111616	 6.8485	 0.113574	 0.0185616	 9.11537	 0.747219	 0.0433724	 -9.08377	 0.00269923	 	0.0160374	0.488409	0.942604	-84.6793
1677	 16.77-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00024175	 -0.0289324	 0.111616	 6.84851	 0.113574	 0.0185616	 9.11539	 0.747219	 0.0433724	 -9.08378	 0.00267696	 	0.0160373	0.488899	0.942624	-84.6793
1678	 16.78-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00024199	 -0.0289611	 0.111616	 6.84852	 0.113575	 0.0185615	 9.1154	 0.74722	 0.0433724	 -9.08379	 0.00265488	 	0.0160373	0.489389	0.942643	-84.6793
1679	 16.79-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000242229	 -0.0289898	 0.111616	 6.84853	 0.113575	 0.0185615	 9.11542	 0.74722	 0.0433724	 -9.08379	 0.00263298	 	0.0160372	0.489878	0.942663	-84.6793
1680	 16.8-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000242468	 -0.0290185	 0.111615	 6.84854	 0.113575	 0.0185614	 9.11543	 0.74722	 0.0433723	 -9.0838	 0.00261125	 	0.0160371	0.490367	0.942683	-84.6794
1681	 16.81-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000242707	 -0.0290471	 0.111615	 6.84855	 0.113575	 0.0185614	 9.11545	 0.74722	 0.0433723	 -9.08381	 0.00258971	 	0.0160371	0.490855	0.942702	-84.6794
1682	 16.82-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000242946	 -0.0290756	 0.111615	 6.84856	 0.113575	 0.0185613	 9.11546	 0.747221	 0.0433723	 -9.08382	 0.00256833	 	0.016037	0.491342	0.942721	-84.6794
1683	 16.83-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000243185	 -0.0291042	 0.111615	 6.84857	 0.113575	 0.0185613	 9.11548	 0.747221	 0.0433723	 -9.08382	 0.00254714	 	0.016037	0.491828	0.942741	-84.6794
1684	 16.84-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000243423	 -0.0291327	 0.111614	 6.84858	 0.113575	 0.0185612	 9.11549	 0.747221	 0.0433723	 -9.08383	 0.00252611	 	0.0160369	0.492314	0.94276	-84.6795
1685	 16.85-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00024366	 -0.0291612	 0.111614	 6.84859	 0.113576	 0.0185612	 9.11551	 0.747221	 0.0433723	 -9.08384	 0.00250526	 	0.0160368	0.492799	0.942778	-84.6795
1686	 16.86-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000243898	 -0.0291896	 0.111614	 6.8486	 0.113576	 0.0185611	 9.11552	 0.747222	 0.0433723	 -9.08385	 0.00248457	 	0.0160368	0.493284	0.942797	-84.6795
1687	 16.87-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000244135	 -0.029218	 0.111614	 6.84861	 0.113576	 0.0185611	 9.11554	 0.747222	 0.0433722	 -9.08385	 0.00246405	 	0.0160367	0.493768	0.942816	-84.6795
1688	 16.88-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000244372	 -0.0292463	 0.111614	 6.84862	 0.113576	 0.0185611	 9.11555	 0.747222	 0.0433722	 -9.08386	 0.00244371	 	0.0160367	0.494251	0.942834	-84.6796
1689	 16.89-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000244609	 -0.0292747	 0.111613	 6.84863	 0.113576	 0.018561	 9.11557	 0.747222	 0.0433722	 -9.08387	 0.00242352	 	0.0160366	0.494734	0.942852	-84.6796
1690	 16.9-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000244845	 -0.0293029	 0.111613	 6.84863	 0.113576	 0.018561	 9.11558	 0.747223	 0.0433722	 -9.08388	 0.0024035	 	0.0160366	0.495216	0.94287	-84.6796
1691	 16.91-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000245081	 -0.0293312	 0.111613	 6.84864	 0.113576	 0.0185609	 9.1156	 0.747223	 0.0433722	 -9.08388	 0.00238364	 	0.0160365	0.495697	0.942888	-84.6796
1692	 16.92-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000245317	 -0.0293594	 0.111613	 6.84865	 0.113577	 0.0185609	 9.11561	 0.747223	 0.0433722	 -9.08389	 0.00236395	 	0.0160365	0.496178	0.942906	-84.6797
1693	 16.93-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000245552	 -0.0293876	 0.111613	 6.84866	 0.113577	 0.0185608	 9.11563	 0.747223	 0.0433722	 -9.0839	 0.00234441	 	0.0160364	0.496658	0.942924	-84.6797
1694	 16.94-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000245787	 -0.0294157	 0.111612	 6.84867	 0.113577	 0.0185608	 9.11565	 0.747224	 0.0433722	 -9.08391	 0.00232504	 	0.0160363	0.497138	0.942941	-84.6797
1695	 16.95-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000246022	 -0.0294438	 0.111612	 6.84868	 0.113577	 0.0185608	 9.11566	 0.747224	 0.0433721	 -9.08391	 0.00230582	 	0.0160363	0.497617	0.942959	-84.6797
1696	 16.96-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000246256	 -0.0294719	 0.111612	 6.84869	 0.113577	 0.0185607	 9.11568	 0.747224	 0.0433721	 -9.08392	 0.00228675	 	0.0160362	0.498095	0.942976	-84.6798
1697	 16.97-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000246491	 -0.0294999	 0.111612	 6.8487	 0.113577	 0.0185607	 9.11569	 0.747224	 0.0433721	 -9.08393	 0.00226785	 	0.0160362	0.498572	0.942993	-84.6798
1698	 16.98-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000246725	 -0.0295279	 0.111612	 6.84871	 0.113577	 0.0185606	 9.11571	 0.747224	 0.0433721	 -9.08393	 0.00224909	 	0.0160361	0.499049	0.94301	-84.6798
1699	 16.99-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000246958	 -0.0295559	 0.111612	 6.84871	 0.113577	 0.0185606	 9.11573	 0.747225	 0.0433721	 -9.08394	 0.00223049	 	0.0160361	0.499526	0.943027	-84.6798
1700	 17-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000247192	 -0.0295838	 0.111611	 6.84872	 0.113578	 0.0185605	 9.11574	 0.747225	 0.0433721	 -9.08395	 0.00221204	 	0.016036	0.500001	0.943043	-84.6798
1701	 17.01-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000247425	 -0.0296117	 0.111611	 6.84873	 0.113578	 0.0185605	 9.11576	 0.747225	 0.0433721	 -9.08395	 0.00219373	 	0.016036	0.500476	0.94306	-84.6799
1702	 17.02-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000247657	 -0.0296396	 0.111611	 6.84874	 0.113578	 0.0185605	 9.11577	 0.747225	 0.0433721	 -9.08396	 0.00217558	 	0.0160359	0.500951	0.943076	-84.6799
1703	 17.03-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00024789	 -0.0296674	 0.111611	 6.84875	 0.113578	 0.0185604	 9.11579	 0.747226	 0.043372	 -9.08397	 0.00215758	 	0.0160359	0.501425	0.943093	-84.6799
1704	 17.04-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000248122	 -0.0296952	 0.111611	 6.84876	 0.113578	 0.0185604	 9.11581	 0.747226	 0.043372	 -9.08397	 0.00213972	 	0.0160358	0.501898	0.943109	-84.6799
1705	 17.05-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000248354	 -0.029723	 0.11161	 6.84876	 0.113578	 0.0185604	 9.11582	 0.747226	 0.043372	 -9.08398	 0.002122	 	0.0160358	0.502371	0.943125	-84.68
1706	 17.06-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000248585	 -0.0297507	 0.11161	 6.84877	 0.113578	 0.0185603	 9.11584	 0.747226	 0.043372	 -9.08399	 0.00210443	 	0.0160357	0.502842	0.943141	-84.68
1707	 17.07-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000248816	 -0.0297784	 0.11161	 6.84878	 0.113578	 0.0185603	 9.11586	 0.747226	 0.043372	 -9.08399	 0.002087	 	0.0160357	0.503314	0.943157	-84.68
1708	 17.08-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000249047	 -0.029806	 0.11161	 6.84879	 0.113579	 0.0185602	 9.11587	 0.747227	 0.043372	 -9.084	 0.00206971	 	0.0160356	0.503785	0.943172	-84.68
1709	 17.09-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000249278	 -0.0298336	 0.11161	 6.8488	 0.113579	 0.0185602	 9.11589	 0.747227	 0.043372	 -9.084	 0.00205257	 	0.0160356	0.504255	0.943188	-84.68
1710	 17.1-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000249509	 -0.0298612	 0.11161	 6.8488	 0.113579	 0.0185602	 9.11591	 0.747227	 0.043372	 -9.08401	 0.00203556	 	0.0160355	0.504724	0.943203	-84.6801
1711	 17.11-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000249739	 -0.0298887	 0.111609	 6.84881	 0.113579	 0.0185601	 9.11592	 0.747227	 0.043372	 -9.08402	 0.00201869	 	0.0160355	0.505193	0.943219	-84.6801
1712	 17.12-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000249968	 -0.0299162	 0.111609	 6.84882	 0.113579	 0.0185601	 9.11594	 0.747227	 0.0433719	 -9.08402	 0.00200196	 	0.0160354	0.505661	0.943234	-84.6801
1713	 17.13-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000250198	 -0.0299437	 0.111609	 6.84883	 0.113579	 0.01856	 9.11596	 0.747228	 0.0433719	 -9.08403	 0.00198536	 	0.0160354	0.506129	0.943249	-84.6801
1714	 17.14-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000250427	 -0.0299711	 0.111609	 6.84883	 0.113579	 0.01856	 9.11597	 0.747228	 0.0433719	 -9.08403	 0.0019689	 	0.0160353	0.506596	0.943264	-84.6801
1715	 17.15-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000250656	 -0.0299985	 0.111609	 6.84884	 0.113579	 0.01856	 9.11599	 0.747228	 0.0433719	 -9.08404	 0.00195257	 	0.0160353	0.507062	0.943279	-84.6802
1716	 17.16-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000250885	 -0.0300259	 0.111609	 6.84885	 0.113579	 0.0185599	 9.11601	 0.747228	 0.0433719	 -9.08405	 0.00193637	 	0.0160353	0.507528	0.943294	-84.6802
1717	 17.17-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000251113	 -0.0300532	 0.111608	 6.84886	 0.11358	 0.0185599	 9.11603	 0.747228	 0.0433719	 -9.08405	 0.0019203	 	0.0160352	0.507993	0.943308	-84.6802
1718	 17.18-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000251341	 -0.0300805	 0.111608	 6.84886	 0.11358	 0.0185599	 9.11604	 0.747229	 0.0433719	 -9.08406	 0.00190437	 	0.0160352	0.508458	0.943323	-84.6802
1719	 17.19-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000251569	 -0.0301078	 0.111608	 6.84887	 0.11358	 0.0185598	 9.11606	 0.747229	 0.0433719	 -9.08406	 0.00188856	 	0.0160351	0.508922	0.943337	-84.6802
1720	 17.2-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000251796	 -0.030135	 0.111608	 6.84888	 0.11358	 0.0185598	 9.11608	 0.747229	 0.0433719	 -9.08407	 0.00187288	 	0.0160351	0.509385	0.943351	-84.6802
1721	 17.21-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000252023	 -0.0301622	 0.111608	 6.84889	 0.11358	 0.0185598	 9.11609	 0.747229	 0.0433719	 -9.08407	 0.00185733	 	0.016035	0.509848	0.943365	-84.6803
1722	 17.22-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00025225	 -0.0301894	 0.111608	 6.84889	 0.11358	 0.0185597	 9.11611	 0.747229	 0.0433718	 -9.08408	 0.0018419	 	0.016035	0.51031	0.943379	-84.6803
1723	 17.23-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000252477	 -0.0302165	 0.111607	 6.8489	 0.11358	 0.0185597	 9.11613	 0.74723	 0.0433718	 -9.08409	 0.0018266	 	0.016035	0.510771	0.943393	-84.6803
1724	 17.24-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000252703	 -0.0302436	 0.111607	 6.84891	 0.11358	 0.0185597	 9.11615	 0.74723	 0.0433718	 -9.08409	 0.00181142	 	0.0160349	0.511232	0.943407	-84.6803
1725	 17.25-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000252929	 -0.0302707	 0.111607	 6.84891	 0.11358	 0.0185596	 9.11616	 0.74723	 0.0433718	 -9.0841	 0.00179637	 	0.0160349	0.511692	0.943421	-84.6803
1726	 17.26-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000253155	 -0.0302977	 0.111607	 6.84892	 0.113581	 0.0185596	 9.11618	 0.74723	 0.0433718	 -9.0841	 0.00178144	 	0.0160348	0.512152	0.943434	-84.6804
1727	 17.27-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00025338	 -0.0303247	 0.111607	 6.84893	 0.113581	 0.0185596	 9.1162	 0.74723	 0.0433718	 -9.08411	 0.00176663	 	0.0160348	0.512611	0.943448	-84.6804
1728	 17.28-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000253606	 -0.0303516	 0.111607	 6.84893	 0.113581	 0.0185595	 9.11622	 0.74723	 0.0433718	 -9.08411	 0.00175193	 	0.0160347	0.513069	0.943461	-84.6804
1729	 17.29-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00025383	 -0.0303785	 0.111607	 6.84894	 0.113581	 0.0185595	 9.11623	 0.747231	 0.0433718	 -9.08412	 0.00173736	 	0.0160347	0.513527	0.943475	-84.6804
1730	 17.3-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000254055	 -0.0304054	 0.111606	 6.84895	 0.113581	 0.0185595	 9.11625	 0.747231	 0.0433718	 -9.08412	 0.00172291	 	0.0160347	0.513984	0.943488	-84.6804
1731	 17.31-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000254279	 -0.0304323	 0.111606	 6.84895	 0.113581	 0.0185594	 9.11627	 0.747231	 0.0433718	 -9.08413	 0.00170857	 	0.0160346	0.514441	0.943501	-84.6804
1732	 17.32-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000254503	 -0.0304591	 0.111606	 6.84896	 0.113581	 0.0185594	 9.11629	 0.747231	 0.0433717	 -9.08413	 0.00169434	 	0.0160346	0.514897	0.943514	-84.6805
