iteration	t(ms)	m	h	n	V(mV)	E_L(mV)	g_L(mS_per_cm2)	Cm(microF_per_cm2)	E_K(mV)	g_K(milliS_per_cm2)	E_Na(mV)	g_Na(mS_per_cm2)	i_stim(microA_per_cm2)	Na_conductance(mS_per_cm2)	i_Na(microA_per_cm2)	alpha_m(per_ms)	beta_m(per_ms)	alpha_h(per_ms)	beta_h(per_ms)	i_K(microA_per_cm2)	alpha_n(per_ms)	beta_n(per_ms)	i_L(microA_per_cm2)	i_tot(microA_per_cm2)
1579	15.79	0.013739312	0.235220836	0.610832702	-85.81942805	-64.387	0.3	1	-87	36	40	120	0	7.28E-05	-0.009159744	0.102467302	7.298455892	0.120268512	0.016586131	5.92005653	0.029646939	0.143111155	-6.431289592	-0.520392807
1580	15.8	0.013747833	0.236101351	0.610074005	-85.81420627	-64.387	0.3	1	-87	36	40	120	0	7.32E-05	-0.00921085	0.102507273	7.296346161	0.120237222	0.016594621	5.916761743	0.029657156	0.143101846	-6.429728414	-0.52217752
1581	15.81	0.013756411	0.236980402	0.609316716	-85.80896664	-64.387	0.3	1	-87	36	40	120	0	7.36E-05	-0.009262158	0.102547396	7.294229808	0.120205834	0.016603145	5.913460925	0.029667412	0.143092506	-6.428161881	-0.523963114
1582	15.82	0.013765043	0.237857989	0.608560832	-85.80370914	-64.387	0.3	1	-87	36	40	120	0	7.40E-05	-0.009313666	0.10258767	7.292106836	0.120174346	0.016611702	5.910153999	0.029677705	0.143083134	-6.426589992	-0.525749659
1583	15.83	0.013773728	0.238734115	0.607806352	-85.79843377	-64.387	0.3	1	-87	36	40	120	0	7.44E-05	-0.009365374	0.102628096	7.289977245	0.12014276	0.016620293	5.906840894	0.029688037	0.143073731	-6.425012743	-0.527537223
1584	15.84	0.013782466	0.23960878	0.607053274	-85.79314051	-64.387	0.3	1	-87	36	40	120	0	7.49E-05	-0.009417281	0.102668674	7.287841039	0.120111074	0.016628917	5.903521546	0.029698407	0.143064297	-6.423430131	-0.529325866
1585	15.85	0.013791256	0.240481988	0.606301594	-85.78782936	-64.387	0.3	1	-87	36	40	120	0	7.53E-05	-0.009469385	0.102709404	7.285698219	0.120079289	0.016637575	5.900195898	0.029708815	0.143054831	-6.421842154	-0.531115641
1586	15.86	0.013800095	0.241353738	0.605551312	-85.78250029	-64.387	0.3	1	-87	36	40	120	0	7.57E-05	-0.009521686	0.102750287	7.283548787	0.120047405	0.016646267	5.896863895	0.029719261	0.143045334	-6.420248807	-0.532906598
1587	15.87	0.013808984	0.242224033	0.604802426	-85.7771533	-64.387	0.3	1	-87	36	40	120	0	7.61E-05	-0.009574183	0.102791323	7.281392745	0.120015423	0.016654992	5.893525489	0.029729746	0.143035806	-6.418650087	-0.534698782
1588	15.88	0.013817921	0.243092874	0.604054932	-85.77178838	-64.387	0.3	1	-87	36	40	120	0	7.65E-05	-0.009626877	0.102832511	7.279230093	0.119983341	0.016663752	5.890180635	0.029740269	0.143026246	-6.417045991	-0.536492232
1589	15.89	0.013826906	0.243960263	0.60330883	-85.76640551	-64.387	0.3	1	-87	36	40	120	0	7.70E-05	-0.009679766	0.102873853	7.277060832	0.11995116	0.016672545	5.886829295	0.02975083	0.143016655	-6.415436514	-0.538286985
1590	15.9	0.013835938	0.244826202	0.602564117	-85.76100468	-64.387	0.3	1	-87	36	40	120	0	7.74E-05	-0.00973285	0.102915349	7.274884965	0.11991888	0.016681372	5.883471432	0.029761431	0.143007032	-6.413821653	-0.540083071
1591	15.91	0.013845016	0.245690691	0.601820791	-85.75558587	-64.387	0.3	1	-87	36	40	120	0	7.78E-05	-0.00978613	0.102956998	7.272702491	0.119886502	0.016690233	5.880107013	0.029772069	0.142997378	-6.412201404	-0.541880521
1592	15.92	0.01385414	0.246553733	0.60107885	-85.75014908	-64.387	0.3	1	-87	36	40	120	0	7.82E-05	-0.009839605	0.102998802	7.270513412	0.119854024	0.016699129	5.87673601	0.029782746	0.142987693	-6.410575762	-0.543679357
1593	15.93	0.01386331	0.247415329	0.600338292	-85.74469428	-64.387	0.3	1	-87	36	40	120	0	7.87E-05	-0.009893275	0.103040759	7.268317728	0.119821447	0.016708059	5.873358397	0.029793462	0.142977975	-6.408944724	-0.545479602
1594	15.94	0.013872524	0.248275481	0.599599115	-85.73922147	-64.387	0.3	1	-87	36	40	120	0	7.91E-05	-0.009947142	0.103082872	7.26611544	0.119788772	0.016717023	5.869974151	0.029804217	0.142968227	-6.407308285	-0.547281276
1595	15.95	0.013881782	0.249134189	0.598861317	-85.73373063	-64.387	0.3	1	-87	36	40	120	0	7.95E-05	-0.010001204	0.103125139	7.263906549	0.119755997	0.016726021	5.866583253	0.029815011	0.142958447	-6.405666442	-0.549084392
1596	15.96	0.013891084	0.249991456	0.598124896	-85.72822174	-64.387	0.3	1	-87	36	40	120	0	8.00E-05	-0.010055462	0.103167562	7.261691054	0.119723124	0.016735054	5.863185684	0.029825843	0.142948635	-6.404019188	-0.550888966
1597	15.97	0.013900429	0.250847284	0.59738985	-85.72269479	-64.387	0.3	1	-87	36	40	120	0	8.04E-05	-0.010109917	0.10321014	7.259468958	0.119690151	0.016744121	5.85978143	0.029836714	0.142938792	-6.402366521	-0.552695009
1598	15.98	0.013909818	0.251701673	0.596656177	-85.71714976	-64.387	0.3	1	-87	36	40	120	0	8.08E-05	-0.010164569	0.103252873	7.25724026	0.11965708	0.016753223	5.856370478	0.029847625	0.142928917	-6.400708436	-0.554502528
1599	15.99	0.013919249	0.252554626	0.595923874	-85.71158665	-64.387	0.3	1	-87	36	40	120	0	8.13E-05	-0.010219419	0.103295763	7.255004961	0.119623909	0.016762359	5.852952818	0.029858574	0.14291901	-6.399044929	-0.55631153
1600	16	0.013928723	0.253406143	0.595192941	-85.70600543	-64.387	0.3	1	-87	36	40	120	0	8.17E-05	-0.010274467	0.103338809	7.252763062	0.11959064	0.016771531	5.849528441	0.029869563	0.142909072	-6.397375994	-0.558122021
1601	16.01	0.013938239	0.254256227	0.594463374	-85.70040609	-64.387	0.3	1	-87	36	40	120	0	8.22E-05	-0.010329715	0.103382011	7.250514562	0.119557271	0.016780737	5.846097341	0.029880591	0.142899103	-6.395701628	-0.559934002
1602	16.02	0.013947798	0.255104879	0.593735172	-85.69478861	-64.387	0.3	1	-87	36	40	120	0	8.26E-05	-0.010385162	0.103425371	7.248259463	0.119523804	0.016789978	5.842659513	0.029891658	0.142889101	-6.394021826	-0.561747475
1603	16.03	0.013957398	0.2559521	0.593008334	-85.68915299	-64.387	0.3	1	-87	36	40	120	0	8.31E-05	-0.01044081	0.103468887	7.245997765	0.119490237	0.016799254	5.839214954	0.029902764	0.142879068	-6.392336584	-0.56356244
1604	16.04	0.01396704	0.256797892	0.592282856	-85.6834992	-64.387	0.3	1	-87	36	40	120	0	8.35E-05	-0.01049666	0.103512561	7.243729469	0.119456572	0.016808565	5.835763662	0.02991391	0.142869003	-6.390645896	-0.565378894
1605	16.05	0.013976723	0.257642257	0.591558737	-85.67782723	-64.387	0.3	1	-87	36	40	120	0	8.40E-05	-0.010552711	0.103556392	7.241454575	0.119422808	0.016817911	5.832305637	0.029925095	0.142858907	-6.38894976	-0.567196834
1606	16.06	0.013986448	0.258485196	0.590835974	-85.67213707	-64.387	0.3	1	-87	36	40	120	0	8.44E-05	-0.010608966	0.103600382	7.239173085	0.119388944	0.016827292	5.828840881	0.029936319	0.142848778	-6.387248169	-0.569016254
1607	16.07	0.013996214	0.25932671	0.590114567	-85.6664287	-64.387	0.3	1	-87	36	40	120	0	8.49E-05	-0.010665426	0.103644529	7.236884998	0.119354982	0.016836708	5.825369396	0.029947584	0.142838618	-6.38554112	-0.57083715
1608	16.08	0.014006021	0.260166802	0.589394513	-85.6607021	-64.387	0.3	1	-87	36	40	120	0	8.53E-05	-0.01072209	0.103688836	7.234590316	0.119320921	0.01684616	5.821891187	0.029958887	0.142828427	-6.383828609	-0.572659512
1609	16.09	0.014015869	0.261005472	0.58867581	-85.65495727	-64.387	0.3	1	-87	36	40	120	0	8.58E-05	-0.010778961	0.103733301	7.232289039	0.119286761	0.016855647	5.818406258	0.029970231	0.142818203	-6.38211063	-0.574483334
1610	16.1	0.014025758	0.261842723	0.587958455	-85.64919418	-64.387	0.3	1	-87	36	40	120	0	8.62E-05	-0.010836039	0.103777925	7.229981169	0.119252501	0.01686517	5.814914615	0.029981614	0.142807948	-6.38038718	-0.576308605
1611	16.11	0.014035688	0.262678555	0.587242448	-85.64341283	-64.387	0.3	1	-87	36	40	120	0	8.67E-05	-0.010893326	0.103822709	7.227666706	0.119218143	0.016874728	5.811416266	0.029993038	0.14279766	-6.378658255	-0.578135314
1612	16.12	0.014045659	0.26351297	0.586527786	-85.63761319	-64.387	0.3	1	-87	36	40	120	0	8.72E-05	-0.010950822	0.103867652	7.225345651	0.119183686	0.016884322	5.80791122	0.030004501	0.142787341	-6.376923849	-0.579963451
1613	16.13	0.014055671	0.26434597	0.585814467	-85.63179526	-64.387	0.3	1	-87	36	40	120	0	8.76E-05	-0.011008529	0.103912755	7.223018006	0.11914913	0.016893952	5.804399484	0.030016004	0.14277699	-6.375183958	-0.581793003
1614	16.14	0.014065724	0.265177557	0.58510249	-85.62595902	-64.387	0.3	1	-87	36	40	120	0	8.81E-05	-0.011066448	0.103958019	7.220683771	0.119114475	0.016903617	5.80088107	0.030027547	0.142766607	-6.373438579	-0.583623957
1615	16.15	0.014075817	0.266007731	0.584391851	-85.62010446	-64.387	0.3	1	-87	36	40	120	0	8.86E-05	-0.011124581	0.104003443	7.218342949	0.119079721	0.016913319	5.797355989	0.03003913	0.142756192	-6.371687707	-0.585456299
1616	16.16	0.014085951	0.266836494	0.58368255	-85.61423156	-64.387	0.3	1	-87	36	40	120	0	8.90E-05	-0.011182927	0.104049027	7.215995539	0.119044868	0.016923056	5.793824251	0.030050753	0.142745745	-6.369931339	-0.587290014
1617	16.17	0.014096126	0.267663849	0.582974584	-85.60834031	-64.387	0.3	1	-87	36	40	120	0	8.95E-05	-0.01124149	0.104094773	7.213641544	0.119009916	0.016932829	5.790285871	0.030062417	0.142735267	-6.368169469	-0.589125087
1618	16.18	0.014106342	0.268489795	0.582267952	-85.6024307	-64.387	0.3	1	-87	36	40	120	0	9.00E-05	-0.011300269	0.104140681	7.211280965	0.118974866	0.016942639	5.78674086	0.030074121	0.142724756	-6.366402093	-0.590961502
1619	16.19	0.014116599	0.269314336	0.581562651	-85.5965027	-64.387	0.3	1	-87	36	40	120	0	9.04E-05	-0.011359267	0.10418675	7.208913804	0.118939716	0.016952484	5.783189234	0.030085865	0.142714213	-6.364629209	-0.592799242
1620	16.2	0.014126896	0.270137472	0.58085868	-85.59055632	-64.387	0.3	1	-87	36	40	120	0	9.09E-05	-0.011418484	0.104232981	7.206540063	0.118904468	0.016962366	5.779631006	0.030097649	0.142703638	-6.362850811	-0.594638289
1621	16.21	0.014137234	0.270959204	0.580156036	-85.58459153	-64.387	0.3	1	-87	36	40	120	0	9.14E-05	-0.011477923	0.104279374	7.204159742	0.11886912	0.016972284	5.776066192	0.030109475	0.142693032	-6.361066896	-0.596478627
1622	16.22	0.014147613	0.271779535	0.579454719	-85.57860833	-64.387	0.3	1	-87	36	40	120	0	9.19E-05	-0.011537583	0.104325929	7.201772845	0.118833674	0.016982239	5.772494808	0.03012134	0.142682393	-6.35927746	-0.598320236
1623	16.23	0.014158033	0.272598466	0.578754724	-85.5726067	-64.387	0.3	1	-87	36	40	120	0	9.24E-05	-0.011597468	0.104372648	7.199379372	0.118798129	0.01699223	5.76891687	0.030133246	0.142671722	-6.3574825	-0.600163097
1624	16.24	0.014168494	0.273415998	0.578056052	-85.56658663	-64.387	0.3	1	-87	36	40	120	0	9.28E-05	-0.011657578	0.104419529	7.196979327	0.118762485	0.017002258	5.765332396	0.030145193	0.142661019	-6.35568201	-0.602007192
1625	16.25	0.014178996	0.274232133	0.5773587	-85.5605481	-64.387	0.3	1	-87	36	40	120	0	9.33E-05	-0.011717914	0.104466574	7.194572711	0.118726743	0.017012322	5.761741403	0.030157181	0.142650284	-6.353875989	-0.6038525
1626	16.26	0.014189538	0.275046873	0.576662666	-85.55449111	-64.387	0.3	1	-87	36	40	120	0	9.38E-05	-0.011778478	0.104513783	7.192159526	0.118690901	0.017022423	5.758143908	0.030169209	0.142639517	-6.352064431	-0.605699001
1627	16.27	0.014200122	0.275860218	0.575967948	-85.54841565	-64.387	0.3	1	-87	36	40	120	0	9.43E-05	-0.011839272	0.104561155	7.189739776	0.118654961	0.017032561	5.754539932	0.030181278	0.142628718	-6.350247334	-0.607546675
1628	16.28	0.014210747	0.276672171	0.575274544	-85.54232169	-64.387	0.3	1	-87	36	40	120	0	9.48E-05	-0.011900297	0.104608692	7.187313462	0.118618923	0.017042736	5.750929492	0.030193388	0.142617887	-6.348424694	-0.6093955
1629	16.29	0.014221414	0.277482732	0.574582453	-85.53620924	-64.387	0.3	1	-87	36	40	120	0	9.53E-05	-0.011961555	0.104656393	7.184880587	0.118582785	0.017052948	5.747312608	0.030205539	0.142607023	-6.346596508	-0.611245455
1630	16.3	0.014232121	0.278291904	0.573891672	-85.53007827	-64.387	0.3	1	-87	36	40	120	0	9.58E-05	-0.012023046	0.104704259	7.182441153	0.118546549	0.017063197	5.743689301	0.030217731	0.142596128	-6.344762771	-0.613096517
1631	16.31	0.01424287	0.279099688	0.5732022	-85.52392879	-64.387	0.3	1	-87	36	40	120	0	9.63E-05	-0.012084773	0.10475229	7.179995165	0.118510215	0.017073483	5.74005959	0.030229965	0.1425852	-6.342923482	-0.614948666
1632	16.32	0.01425366	0.279906085	0.572514035	-85.51776077	-64.387	0.3	1	-87	36	40	120	0	9.68E-05	-0.012146738	0.104800486	7.177542623	0.118473781	0.017083806	5.736423496	0.030242239	0.14257424	-6.341078636	-0.616801877
1633	16.33	0.014264492	0.280711097	0.571827174	-85.51157421	-64.387	0.3	1	-87	36	40	120	0	9.73E-05	-0.01220894	0.104848848	7.175083533	0.11843725	0.017094166	5.732781041	0.030254555	0.142563248	-6.33922823	-0.618656129
1634	16.34	0.014275365	0.281514725	0.571141616	-85.50536909	-64.387	0.3	1	-87	36	40	120	0	9.78E-05	-0.012271383	0.104897376	7.172617895	0.118400619	0.017104564	5.729132247	0.030266911	0.142552224	-6.337372262	-0.620511398
1635	16.35	0.01428628	0.282316971	0.57045736	-85.49914542	-64.387	0.3	1	-87	36	40	120	0	9.83E-05	-0.012334068	0.10494607	7.170145715	0.11836389	0.017114999	5.725477134	0.03027931	0.142541167	-6.335510728	-0.622367662
1636	16.36	0.014297236	0.283117836	0.569774402	-85.49290317	-64.387	0.3	1	-87	36	40	120	0	9.88E-05	-0.012396996	0.10499493	7.167666996	0.118327063	0.017125472	5.721815726	0.030291749	0.142530079	-6.333643625	-0.624224895
1637	16.37	0.014308234	0.283917322	0.569092742	-85.48664234	-64.387	0.3	1	-87	36	40	120	0	9.93E-05	-0.012460169	0.105043957	7.16518174	0.118290138	0.017135982	5.718148044	0.03030423	0.142518958	-6.33177095	-0.626083074
1638	16.38	0.014319275	0.28471543	0.568412378	-85.48036291	-64.387	0.3	1	-87	36	40	120	0	9.98E-05	-0.012523588	0.10509315	7.162689952	0.118253114	0.01714653	5.714474113	0.030316753	0.142507804	-6.329892701	-0.627942176
1639	16.39	0.014330357	0.285512162	0.567733307	-85.47406489	-64.387	0.3	1	-87	36	40	120	0	0.000100313	-0.012587256	0.105142511	7.160191635	0.118215992	0.017157115	5.710793955	0.030329317	0.142496619	-6.328008874	-0.629802175
1640	16.4	0.01434148	0.286307519	0.567055528	-85.46774826	-64.387	0.3	1	-87	36	40	120	0	0.000100827	-0.012651174	0.10519204	7.157686793	0.118178771	0.017167739	5.707107595	0.030341922	0.142485401	-6.326119468	-0.631663046
1641	16.41	0.014352647	0.287101502	0.566379039	-85.46141301	-64.387	0.3	1	-87	36	40	120	0	0.000101344	-0.012715342	0.105241736	7.15517543	0.118141452	0.0171784	5.703415055	0.03035457	0.142474152	-6.324224478	-0.633524766
1642	16.42	0.014363855	0.287894114	0.565703838	-85.45505914	-64.387	0.3	1	-87	36	40	120	0	0.000101862	-0.012779765	0.1052916	7.15265755	0.118104035	0.017189099	5.69971636	0.030367259	0.142462869	-6.322323904	-0.635387308
1643	16.43	0.014375105	0.288685355	0.565029923	-85.44868663	-64.387	0.3	1	-87	36	40	120	0	0.000102383	-0.012844442	0.105341632	7.150133158	0.118066521	0.017199837	5.696011536	0.03037999	0.142451555	-6.320417742	-0.637250648
1644	16.44	0.014386398	0.289475228	0.564357293	-85.44229549	-64.387	0.3	1	-87	36	40	120	0	0.000102906	-0.012909375	0.105391833	7.147602258	0.118028908	0.017210612	5.692300606	0.030392762	0.142440208	-6.31850599	-0.63911476
1645	16.45	0.014397733	0.290263733	0.563685945	-85.43588569	-64.387	0.3	1	-87	36	40	120	0	0.000103431	-0.012974567	0.105442203	7.145064854	0.117991197	0.017221426	5.688583595	0.030405577	0.142428829	-6.316588646	-0.640979617
1646	16.46	0.014409111	0.291050872	0.563015878	-85.42945724	-64.387	0.3	1	-87	36	40	120	0	0.000103958	-0.013040018	0.105492742	7.142520951	0.117953388	0.017232278	5.68486053	0.030418434	0.142417418	-6.314665707	-0.642845195
1647	16.47	0.014420531	0.291836646	0.56234709	-85.42301012	-64.387	0.3	1	-87	36	40	120	0	0.000104487	-0.013105731	0.10554345	7.139970553	0.117915481	0.017243168	5.681131436	0.030431332	0.142405974	-6.312737172	-0.644711467
1648	16.48	0.014431994	0.292621057	0.561679579	-85.41654434	-64.387	0.3	1	-87	36	40	120	0	0.000105018	-0.013171707	0.105594327	7.137413666	0.117877476	0.017254096	5.677396339	0.030444273	0.142394498	-6.310803037	-0.646578406
1649	16.49	0.0144435	0.293404107	0.561013343	-85.41005988	-64.387	0.3	1	-87	36	40	120	0	0.000105552	-0.013237949	0.105645374	7.134850295	0.117839374	0.017265063	5.673655264	0.030457256	0.14238299	-6.308863302	-0.648445987
1650	16.5	0.014455049	0.294185797	0.56034838	-85.40355674	-64.387	0.3	1	-87	36	40	120	0	0.000106088	-0.013304457	0.105696592	7.132280444	0.117801174	0.017276069	5.669908239	0.030470281	0.14237145	-6.306917964	-0.650314182
1651	16.51	0.014466641	0.294966127	0.55968469	-85.39703491	-64.387	0.3	1	-87	36	40	120	0	0.000106626	-0.013371234	0.105747979	7.129704119	0.117762876	0.017287113	5.666155291	0.030483348	0.142359877	-6.304967021	-0.652182965
1652	16.52	0.014478275	0.295745101	0.559022269	-85.39049439	-64.387	0.3	1	-87	36	40	120	0	0.000107166	-0.013438281	0.105799538	7.127121325	0.117724481	0.017298196	5.662396445	0.030496458	0.142348272	-6.303010473	-0.654052309
1653	16.53	0.014489953	0.296522719	0.558361116	-85.38393516	-64.387	0.3	1	-87	36	40	120	0	0.000107708	-0.013505601	0.105851267	7.124532067	0.117685988	0.017309318	5.65863173	0.03050961	0.142336634	-6.301048316	-0.655922187
1654	16.54	0.014501674	0.297298983	0.557701229	-85.37735724	-64.387	0.3	1	-87	36	40	120	0	0.000108253	-0.013573194	0.105903167	7.121936352	0.117647398	0.017320478	5.654861172	0.030522804	0.142324965	-6.299080549	-0.657792571
1655	16.55	0.014513439	0.298073893	0.557042607	-85.3707606	-64.387	0.3	1	-87	36	40	120	0	0.0001088	-0.013641063	0.105955238	7.119334185	0.117608711	0.017331678	5.6510848	0.030536041	0.142313263	-6.297107171	-0.659663435
1656	16.56	0.014525247	0.298847453	0.556385247	-85.36414526	-64.387	0.3	1	-87	36	40	120	0	0.000109349	-0.013709209	0.106007481	7.116725571	0.117569926	0.017342916	5.647302641	0.03054932	0.142301528	-6.295128181	-0.66153475
1657	16.57	0.014537098	0.299619662	0.555729148	-85.35751119	-64.387	0.3	1	-87	36	40	120	0	0.000109901	-0.013777635	0.106059896	7.114110518	0.117531044	0.017354194	5.643514723	0.030562642	0.142289762	-6.293143577	-0.663406489
1658	16.58	0.014548993	0.300390523	0.555074309	-85.3508584	-64.387	0.3	1	-87	36	40	120	0	0.000110455	-0.013846342	0.106112483	7.11148903	0.117492065	0.017365511	5.639721075	0.030576006	0.142277963	-6.291153357	-0.665278624
1659	16.59	0.014560932	0.301160037	0.554420726	-85.34418689	-64.387	0.3	1	-87	36	40	120	0	0.000111011	-0.013915332	0.106165242	7.108861115	0.117452989	0.017376867	5.635921726	0.030589413	0.142266131	-6.289157521	-0.667151128
1660	16.6	0.014572914	0.301928205	0.553768399	-85.33749665	-64.387	0.3	1	-87	36	40	120	0	0.00011157	-0.013984607	0.106218173	7.106226779	0.117413816	0.017388262	5.632116703	0.030602863	0.142254268	-6.287156068	-0.669023972
1661	16.61	0.014584941	0.302695029	0.553117325	-85.33078768	-64.387	0.3	1	-87	36	40	120	0	0.000112131	-0.014054169	0.106271278	7.103586027	0.117374547	0.017399696	5.628306037	0.030616356	0.142242372	-6.285148996	-0.670897128
1662	16.62	0.014597011	0.30346051	0.552467504	-85.32405998	-64.387	0.3	1	-87	36	40	120	0	0.000112694	-0.014124019	0.106324555	7.100938867	0.11733518	0.017411171	5.624489756	0.030629891	0.142230443	-6.283136305	-0.672770569
1663	16.63	0.014609126	0.30422465	0.551818932	-85.31731353	-64.387	0.3	1	-87	36	40	120	0	0.00011326	-0.01419416	0.106378006	7.098285306	0.117295717	0.017422684	5.620667889	0.030643469	0.142218483	-6.281117993	-0.674644264
1664	16.64	0.014621284	0.30498745	0.551171609	-85.31054835	-64.387	0.3	1	-87	36	40	120	0	0.000113828	-0.014264594	0.10643163	7.095625351	0.117256157	0.017434237	5.616840466	0.03065709	0.14220649	-6.27909406	-0.676518187
1665	16.65	0.014633487	0.305748912	0.550525533	-85.30376443	-64.387	0.3	1	-87	36	40	120	0	0.000114398	-0.014335321	0.106485428	7.092959008	0.117216501	0.01744583	5.613007518	0.030670754	0.142194465	-6.277064506	-0.678392309
1666	16.66	0.014645735	0.306509037	0.549880701	-85.29696176	-64.387	0.3	1	-87	36	40	120	0	0.000114971	-0.014406345	0.106539399	7.090286284	0.117176748	0.017457462	5.609169073	0.030684461	0.142182407	-6.275029329	-0.6802666
1667	16.67	0.014658027	0.307267826	0.549237113	-85.29014035	-64.387	0.3	1	-87	36	40	120	0	0.000115547	-0.014477667	0.106593545	7.087607188	0.117136899	0.017469135	5.605325163	0.030698212	0.142170318	-6.272988529	-0.682141033
1668	16.68	0.014670363	0.308025281	0.548594765	-85.2833002	-64.387	0.3	1	-87	36	40	120	0	0.000116125	-0.014549289	0.106647865	7.084921726	0.117096954	0.017480847	5.601475817	0.030712005	0.142158196	-6.270942106	-0.684015578
1669	16.69	0.014682744	0.308781404	0.547953658	-85.2764413	-64.387	0.3	1	-87	36	40	120	0	0.000116705	-0.014621213	0.10670236	7.082229906	0.117056913	0.017492599	5.597621066	0.030725841	0.142146041	-6.268890059	-0.685890206
1670	16.7	0.01469517	0.309536195	0.547313788	-85.26956365	-64.387	0.3	1	-87	36	40	120	0	0.000117288	-0.014693441	0.10675703	7.079531735	0.117016776	0.017504391	5.593760941	0.030739721	0.142133855	-6.266832389	-0.687764888
1671	16.71	0.014707641	0.310289657	0.546675154	-85.26266725	-64.387	0.3	1	-87	36	40	120	0	0.000117874	-0.014765975	0.106811875	7.076827222	0.116976543	0.017516223	5.589895473	0.030753643	0.142121636	-6.264769094	-0.689639595
