iteration	t(ms)	m	h	n	V(mV)	E_L(mV)	g_L(mS_per_cm2)	Cm(microF_per_cm2)	E_K(mV)	g_K(milliS_per_cm2)	E_Na(mV)	g_Na(mS_per_cm2)	i_stim(microA_per_cm2)	Na_conductance(mS_per_cm2)	i_Na(microA_per_cm2)	alpha_m(per_ms)	beta_m(per_ms)	alpha_h(per_ms)	beta_h(per_ms)	i_K(microA_per_cm2)	alpha_n(per_ms)	beta_n(per_ms)	i_L(microA_per_cm2)	i_tot(microA_per_cm2)
107	1.07	0.051135275	0.600385061	0.323121597	-75.33955407	-64.387	0.3	1	-87	36	40	120	0	0.009640041	-1.111860659	0.218410371	4.075763536	0.071192153	0.045923156	4.577761997	0.057062321	0.125528846	-3.285224189	0.180677149
108	1.08	0.051123073	0.600393913	0.323102179	-75.34134499	-64.387	0.3	1	-87	36	40	120	0	0.009633252	-1.111094959	0.218383083	4.076172666	0.071198585	0.045915241	4.575953531	0.057056294	0.125531681	-3.285766221	0.179092351
109	1.09	0.051110931	0.600402827	0.323082746	-75.34312013	-64.387	0.3	1	-87	36	40	120	0	0.009626499	-1.11033336	0.218356038	4.076578248	0.071204961	0.045907396	4.574150998	0.05705032	0.125534491	-3.286303498	0.17751414
110	1.1	0.051098851	0.600411803	0.3230633	-75.34487956	-64.387	0.3	1	-87	36	40	120	0	0.009619785	-1.109575968	0.218329234	4.076980296	0.071211281	0.045899622	4.572354396	0.057044399	0.125537277	-3.28683604	0.175942388
111	1.11	0.051086833	0.60042084	0.323043841	-75.34662333	-64.387	0.3	1	-87	36	40	120	0	0.009613109	-1.10882288	0.21830267	4.077378823	0.071217546	0.045891917	4.570563721	0.057038531	0.125540038	-3.287363868	0.174376974
112	1.12	0.051074881	0.600429936	0.32302437	-75.34835151	-64.387	0.3	1	-87	36	40	120	0	0.009606473	-1.10807419	0.218276345	4.077773843	0.071223756	0.045884282	4.568778972	0.057032716	0.125542774	-3.287886998	0.172817783
113	1.13	0.051062994	0.600439092	0.323004886	-75.35006415	-64.387	0.3	1	-87	36	40	120	0	0.009599877	-1.107329985	0.218250258	4.078165368	0.07122991	0.045876717	4.567000145	0.057026953	0.125545486	-3.288405452	0.171264708
114	1.14	0.051051175	0.600448306	0.32298539	-75.35176133	-64.387	0.3	1	-87	36	40	120	0	0.009593322	-1.106590347	0.218224409	4.078553412	0.07123601	0.045869221	4.565227239	0.057021242	0.125548174	-3.288919246	0.169717646
115	1.15	0.051039424	0.600457579	0.322965883	-75.35344309	-64.387	0.3	1	-87	36	40	120	0	0.009586809	-1.105855353	0.218198795	4.078937987	0.071242055	0.045861794	4.563460252	0.057015583	0.125550837	-3.289428399	0.1681765
116	1.16	0.051027743	0.600466909	0.322946365	-75.35510951	-64.387	0.3	1	-87	36	40	120	0	0.009580339	-1.105125075	0.218173417	4.079319106	0.071248046	0.045854436	4.561699182	0.057009976	0.125553477	-3.289932928	0.166641178
117	1.17	0.051016132	0.600476295	0.322926837	-75.35676062	-64.387	0.3	1	-87	36	40	120	0	0.009573911	-1.104399581	0.218148273	4.07969678	0.071253983	0.045847145	4.559944028	0.057004421	0.125556092	-3.290432852	0.165111596
118	1.18	0.051004593	0.600485737	0.322907298	-75.3583965	-64.387	0.3	1	-87	36	40	120	0	0.009567527	-1.103678933	0.218123362	4.080071022	0.071259866	0.045839923	4.55819479	0.056998917	0.125558683	-3.290928187	0.16358767
119	1.19	0.050993127	0.600495234	0.32288775	-75.36001719	-64.387	0.3	1	-87	36	40	120	0	0.009561187	-1.102963191	0.218098684	4.080441844	0.071265694	0.045832768	4.556451465	0.056993464	0.125561251	-3.29141895	0.162069324
120	1.2	0.050981734	0.600504786	0.322868194	-75.36162276	-64.387	0.3	1	-87	36	40	120	0	0.009554891	-1.102252409	0.218074237	4.080809258	0.07127147	0.045825681	4.554714053	0.056988063	0.125563795	-3.291905158	0.160556485
121	1.21	0.050970416	0.600514392	0.322848628	-75.36321325	-64.387	0.3	1	-87	36	40	120	0	0.00954864	-1.10154664	0.21805002	4.081173274	0.071277191	0.045818661	4.552982553	0.056982712	0.125566315	-3.292386827	0.159049086
122	1.22	0.050959173	0.600524051	0.322829054	-75.36478872	-64.387	0.3	1	-87	36	40	120	0	0.009542435	-1.100845929	0.218026033	4.081533905	0.07128286	0.045811708	4.551256965	0.056977412	0.125568811	-3.292863974	0.157547061
123	1.23	0.050948005	0.600533762	0.322809472	-75.36634922	-64.387	0.3	1	-87	36	40	120	0	0.009536275	-1.100150323	0.218002275	4.081891162	0.071288475	0.045804822	4.549537288	0.056972162	0.125571284	-3.293336616	0.15605035
124	1.24	0.050936914	0.600543525	0.322789883	-75.36789481	-64.387	0.3	1	-87	36	40	120	0	0.009530161	-1.09945986	0.217978745	4.082245055	0.071294038	0.045798002	4.547823522	0.056966962	0.125573733	-3.293804767	0.154558895
125	1.25	0.050925901	0.60055334	0.322770287	-75.36942554	-64.387	0.3	1	-87	36	40	120	0	0.009524093	-1.098774581	0.217955442	4.082595596	0.071299548	0.045791248	4.546115666	0.056961813	0.125576159	-3.294268443	0.153072642
126	1.26	0.050914965	0.600563204	0.322750685	-75.37094145	-64.387	0.3	1	-87	36	40	120	0	0.009518072	-1.098094518	0.217932366	4.082942797	0.071305005	0.04578456	4.544413721	0.056956713	0.125578562	-3.294727661	0.151591542
127	1.27	0.050904108	0.600573119	0.322731076	-75.37244261	-64.387	0.3	1	-87	36	40	120	0	0.009512098	-1.097419705	0.217909514	4.083286666	0.07131041	0.045777938	4.542717686	0.056951663	0.125580942	-3.295182436	0.150115545
128	1.28	0.050893329	0.600583083	0.322711462	-75.37392905	-64.387	0.3	1	-87	36	40	120	0	0.009506171	-1.096750171	0.217886887	4.083627217	0.071315762	0.045771381	4.54102756	0.056946663	0.125583298	-3.295632782	0.148644607
129	1.29	0.05088263	0.600593095	0.322691842	-75.37540084	-64.387	0.3	1	-87	36	40	120	0	0.009500291	-1.096085942	0.217864484	4.083964458	0.071321063	0.045764889	4.539343344	0.056941712	0.125585632	-3.296078716	0.147178686
130	1.3	0.050872011	0.600603155	0.322672218	-75.37685802	-64.387	0.3	1	-87	36	40	120	0	0.009494459	-1.095427044	0.217842304	4.084298401	0.071326311	0.045758462	4.537665038	0.05693681	0.125587942	-3.296520252	0.145717742
131	1.31	0.050861472	0.600613262	0.322652589	-75.37830064	-64.387	0.3	1	-87	36	40	120	0	0.009488675	-1.094773498	0.217820346	4.084629056	0.071331508	0.0457521	4.535992642	0.056931957	0.12559023	-3.296957406	0.144261739
132	1.32	0.050851013	0.600623416	0.322632956	-75.37972874	-64.387	0.3	1	-87	36	40	120	0	0.009482938	-1.094125324	0.217798609	4.084956433	0.071336654	0.045745802	4.534326155	0.056927152	0.125592495	-3.297390191	0.14281064
133	1.33	0.050840636	0.600633616	0.32261332	-75.38114239	-64.387	0.3	1	-87	36	40	120	0	0.00947725	-1.093482541	0.217777093	4.085280543	0.071341748	0.045739568	4.532665578	0.056922397	0.125594737	-3.297818623	0.141364414
134	1.34	0.05083034	0.600643861	0.32259368	-75.38254162	-64.387	0.3	1	-87	36	40	120	0	0.00947161	-1.092845164	0.217755796	4.085601396	0.071346791	0.045733398	4.53101091	0.05691769	0.125596956	-3.298242716	0.139923031
135	1.35	0.050820125	0.60065415	0.322574038	-75.38392648	-64.387	0.3	1	-87	36	40	120	0	0.009466018	-1.092213207	0.217734719	4.085919003	0.071351782	0.045727292	4.529362152	0.056913031	0.125599153	-3.298662485	0.13848646
136	1.36	0.050809992	0.600664484	0.322554393	-75.38529703	-64.387	0.3	1	-87	36	40	120	0	0.009460474	-1.091586683	0.217713859	4.086233373	0.071356723	0.04572125	4.527719303	0.05690842	0.125601327	-3.299077944	0.137054676
137	1.37	0.050799942	0.600674861	0.322534746	-75.3866533	-64.387	0.3	1	-87	36	40	120	0	0.009454979	-1.090965602	0.217693217	4.086544517	0.071361613	0.04571527	4.526082364	0.056903858	0.125603479	-3.299489108	0.135627654
138	1.38	0.050789973	0.60068528	0.322515098	-75.38799536	-64.387	0.3	1	-87	36	40	120	0	0.009449533	-1.090349973	0.217672792	4.086852444	0.071366453	0.045709354	4.524451333	0.056899343	0.125605608	-3.299895991	0.134205369
139	1.39	0.050780087	0.600695742	0.322495448	-75.38932324	-64.387	0.3	1	-87	36	40	120	0	0.009444135	-1.089739803	0.217652582	4.087157165	0.071371242	0.0457035	4.522826212	0.056894875	0.125607715	-3.300298608	0.132787801
140	1.4	0.050770284	0.600706245	0.322475798	-75.39063699	-64.387	0.3	1	-87	36	40	120	0	0.009438786	-1.089135099	0.217632587	4.08745869	0.07137598	0.045697709	4.521206999	0.056890455	0.1256098	-3.300696971	0.131374929
141	1.41	0.050760564	0.600716789	0.322456147	-75.39193665	-64.387	0.3	1	-87	36	40	120	0	0.009433485	-1.088535865	0.217612807	4.087757029	0.071380669	0.04569198	4.519593695	0.056886083	0.125611863	-3.301091096	0.129966734
142	1.42	0.050750926	0.600727373	0.322436496	-75.39322229	-64.387	0.3	1	-87	36	40	120	0	0.009428233	-1.087942105	0.217593241	4.088052191	0.071385308	0.045686313	4.5179863	0.056881757	0.125613904	-3.301480996	0.128563199
143	1.43	0.050741372	0.600737997	0.322416845	-75.39449393	-64.387	0.3	1	-87	36	40	120	0	0.00942303	-1.087353819	0.217573887	4.088344186	0.071389897	0.045680708	4.516384812	0.056877479	0.125615922	-3.301866686	0.127164307
144	1.44	0.0507319	0.60074866	0.322397195	-75.39575163	-64.387	0.3	1	-87	36	40	120	0	0.009417876	-1.08677101	0.217554745	4.088633025	0.071394436	0.045675165	4.514789232	0.056873247	0.125617919	-3.302248178	0.125770043
145	1.45	0.050722512	0.600759361	0.322377547	-75.39699543	-64.387	0.3	1	-87	36	40	120	0	0.00941277	-1.086193677	0.217535814	4.088918717	0.071398926	0.045669683	4.513199559	0.056869062	0.125619894	-3.302625489	0.124380394
146	1.46	0.050713208	0.6007701	0.3223579	-75.39822539	-64.387	0.3	1	-87	36	40	120	0	0.009407713	-1.085621818	0.217517094	4.089201272	0.071403366	0.045664263	4.511615792	0.056864923	0.125621847	-3.30299863	0.122995345
147	1.47	0.050703986	0.600780876	0.322338254	-75.39944153	-64.387	0.3	1	-87	36	40	120	0	0.009402705	-1.085055431	0.217498584	4.0894807	0.071407757	0.045658903	4.510037932	0.056860831	0.125623778	-3.303367616	0.121614885
148	1.48	0.050694848	0.600791689	0.322318611	-75.40064392	-64.387	0.3	1	-87	36	40	120	0	0.009397745	-1.084494512	0.217480283	4.08975701	0.0714121	0.045653604	4.508465977	0.056856785	0.125625688	-3.30373246	0.120239004
149	1.49	0.050685793	0.600802537	0.322298971	-75.4018326	-64.387	0.3	1	-87	36	40	120	0	0.009392834	-1.083939058	0.217462191	4.090030212	0.071416393	0.045648365	4.506899926	0.056852785	0.125627576	-3.304093177	0.118867691
150	1.5	0.050676822	0.600813421	0.322279334	-75.40300761	-64.387	0.3	1	-87	36	40	120	0	0.009387971	-1.083389063	0.217444306	4.090300317	0.071420638	0.045643187	4.505339779	0.056848831	0.125629443	-3.304449781	0.117500936
151	1.51	0.050667933	0.60082434	0.3222597	-75.404169	-64.387	0.3	1	-87	36	40	120	0	0.009383157	-1.082844521	0.217426627	4.090567334	0.071424834	0.045638069	4.503785536	0.056844922	0.125631288	-3.304802283	0.116138731
152	1.52	0.050659129	0.600835293	0.32224007	-75.40531681	-64.387	0.3	1	-87	36	40	120	0	0.009378391	-1.082305426	0.217409155	4.090831272	0.071428982	0.045633011	4.502237193	0.056841059	0.125633112	-3.3051507	0.114781068
153	1.53	0.050650407	0.600846279	0.322220444	-75.40645109	-64.387	0.3	1	-87	36	40	120	0	0.009373674	-1.081771769	0.217391889	4.091092141	0.071433081	0.045628013	4.500694752	0.056837241	0.125634915	-3.305495043	0.113427941
154	1.54	0.050641769	0.600857299	0.322200822	-75.40757188	-64.387	0.3	1	-87	36	40	120	0	0.009369004	-1.081243543	0.217374827	4.091349952	0.071437132	0.045623073	4.499158211	0.056833469	0.125636696	-3.305835327	0.112079342
155	1.55	0.050633213	0.60086835	0.322181206	-75.40867923	-64.387	0.3	1	-87	36	40	120	0	0.009364383	-1.080720738	0.217357969	4.091604713	0.071441136	0.045618194	4.497627568	0.056829741	0.125638456	-3.306171565	0.110735265
156	1.56	0.050624741	0.600879434	0.322161594	-75.40977319	-64.387	0.3	1	-87	36	40	120	0	0.00935981	-1.080203345	0.217341315	4.091856435	0.071445092	0.045613373	4.496102822	0.056826058	0.125640195	-3.30650377	0.109395706
157	1.57	0.050616352	0.600890549	0.322141988	-75.4108538	-64.387	0.3	1	-87	36	40	120	0	0.009355285	-1.079691354	0.217324863	4.092105126	0.071449	0.045608611	4.494583972	0.056822421	0.125641913	-3.306831957	0.10806066
158	1.58	0.050608046	0.600901694	0.322122389	-75.4119211	-64.387	0.3	1	-87	36	40	120	0	0.009350808	-1.079184755	0.217308613	4.092350798	0.07145286	0.045603907	4.493071016	0.056818827	0.12564361	-3.307156139	0.106730122
159	1.59	0.050599822	0.60091287	0.322102795	-75.41297514	-64.387	0.3	1	-87	36	40	120	0	0.009346379	-1.078683535	0.217292564	4.092593459	0.071456673	0.045599262	4.491563953	0.056815278	0.125645287	-3.30747633	0.105404088
160	1.6	0.050591682	0.600924075	0.322083208	-75.41401597	-64.387	0.3	1	-87	36	40	120	0	0.009341997	-1.078187683	0.217276715	4.092833119	0.071460439	0.045594675	4.490062781	0.056811774	0.125646942	-3.307792542	0.104082555
161	1.61	0.050583623	0.600935309	0.322063628	-75.41504362	-64.387	0.3	1	-87	36	40	120	0	0.009337663	-1.077697187	0.217261067	4.093069789	0.071464158	0.045590146	4.488567498	0.056808313	0.125648577	-3.30810479	0.102765521
162	1.62	0.050575648	0.600946572	0.322044056	-75.41605815	-64.387	0.3	1	-87	36	40	120	0	0.009333376	-1.077212034	0.217245617	4.093303477	0.07146783	0.045585675	4.487078102	0.056804896	0.125650191	-3.308413086	0.101452981
163	1.63	0.050567754	0.600957862	0.322024491	-75.4170596	-64.387	0.3	1	-87	36	40	120	0	0.009329137	-1.076732211	0.217230365	4.093534193	0.071471456	0.045581261	4.485594592	0.056801524	0.125651784	-3.308717445	0.100144935
164	1.64	0.050559943	0.60096918	0.322004934	-75.41804801	-64.387	0.3	1	-87	36	40	120	0	0.009324945	-1.076257705	0.217215311	4.093761948	0.071475035	0.045576905	4.484116965	0.056798195	0.125653357	-3.30901788	0.09884138
165	1.65	0.050552214	0.600980524	0.321985386	-75.41902344	-64.387	0.3	1	-87	36	40	120	0	0.0093208	-1.0757885	0.217200454	4.09398675	0.071478567	0.045572605	4.482645219	0.056794909	0.12565491	-3.309314404	0.097542315
166	1.66	0.050544566	0.600991894	0.321965846	-75.41998591	-64.387	0.3	1	-87	36	40	120	0	0.009316701	-1.075324584	0.217185793	4.09420861	0.071482053	0.045568363	4.481179352	0.056791666	0.125656442	-3.309607031	0.096247737
167	1.67	0.050537001	0.60100329	0.321946316	-75.42093549	-64.387	0.3	1	-87	36	40	120	0	0.00931265	-1.074865941	0.217171327	4.094427537	0.071485493	0.045564177	4.479719362	0.056788467	0.125657954	-3.309895774	0.094957646
168	1.68	0.050529517	0.601014711	0.321926795	-75.42187221	-64.387	0.3	1	-87	36	40	120	0	0.009308645	-1.074412557	0.217157056	4.094643541	0.071488887	0.045560048	4.478265246	0.056785311	0.125659445	-3.310180647	0.093672042
169	1.69	0.050522114	0.601026156	0.321907284	-75.42279612	-64.387	0.3	1	-87	36	40	120	0	0.009304687	-1.073964415	0.217142979	4.094856632	0.071492236	0.045555974	4.476817001	0.056782198	0.125660916	-3.310461663	0.092390923
170	1.7	0.050514792	0.601037626	0.321887782	-75.42370726	-64.387	0.3	1	-87	36	40	120	0	0.009300775	-1.073521501	0.217129096	4.095066819	0.071495538	0.045551957	4.475374625	0.056779127	0.125662368	-3.310738836	0.091114288
171	1.71	0.050507552	0.601049118	0.321868292	-75.42460568	-64.387	0.3	1	-87	36	40	120	0	0.00929691	-1.073083798	0.217115405	4.095274113	0.071498796	0.045547996	4.473938115	0.056776099	0.125663799	-3.311012179	0.089842138
172	1.72	0.050500392	0.601060634	0.321848812	-75.42549143	-64.387	0.3	1	-87	36	40	120	0	0.00929309	-1.072651291	0.217101905	4.095478523	0.071502008	0.045544091	4.472507468	0.056773114	0.12566521	-3.311281705	0.088574472
173	1.73	0.050493313	0.601072172	0.321829343	-75.42636454	-64.387	0.3	1	-87	36	40	120	0	0.009289317	-1.072223962	0.217088598	4.095680058	0.071505174	0.04554024	4.471082682	0.05677017	0.125666601	-3.311547429	0.087311291
174	1.74	0.050486314	0.601083731	0.321809885	-75.42722507	-64.387	0.3	1	-87	36	40	120	0	0.009285589	-1.071801796	0.21707548	4.095878729	0.071508296	0.045536446	4.469663753	0.056767269	0.125667973	-3.311809363	0.086052593
175	1.75	0.050479396	0.601095312	0.32179044	-75.42807305	-64.387	0.3	1	-87	36	40	120	0	0.009281907	-1.071384776	0.217062552	4.096074545	0.071511373	0.045532706	4.468250677	0.056764409	0.125669325	-3.312067521	0.084798381
176	1.76	0.050472557	0.601106914	0.321771006	-75.42890854	-64.387	0.3	1	-87	36	40	120	0	0.00927827	-1.070972884	0.217049814	4.096267517	0.071514405	0.04552902	4.466843453	0.056761592	0.125670657	-3.312321916	0.083548653
177	1.77	0.050465799	0.601118535	0.321751585	-75.42973157	-64.387	0.3	1	-87	36	40	120	0	0.009274679	-1.070566103	0.217037264	4.096457653	0.071517392	0.04552539	4.465442076	0.056758816	0.125671969	-3.312572562	0.082303411
178	1.78	0.05045912	0.601130177	0.321732176	-75.4305422	-64.387	0.3	1	-87	36	40	120	0	0.009271133	-1.070164417	0.217024901	4.096644965	0.071520335	0.045521814	4.464046543	0.056756081	0.125673262	-3.312819472	0.081062654
179	1.79	0.05045252	0.601141837	0.321712781	-75.43134046	-64.387	0.3	1	-87	36	40	120	0	0.009267632	-1.069767806	0.217012725	4.09682946	0.071523234	0.045518292	4.46265685	0.056753388	0.125674536	-3.31306266	0.079826384
180	1.8	0.050446	0.601153516	0.321693399	-75.43212641	-64.387	0.3	1	-87	36	40	120	0	0.009264176	-1.069376255	0.217000736	4.097011151	0.071526089	0.045514824	4.461272994	0.056750736	0.12567579	-3.313302139	0.078594601
181	1.81	0.050439559	0.601165213	0.32167403	-75.43290008	-64.387	0.3	1	-87	36	40	120	0	0.009260765	-1.068989744	0.216988932	4.097190045	0.0715289	0.045511409	4.459894971	0.056748125	0.125677024	-3.313537923	0.077367305
182	1.82	0.050433196	0.601176928	0.321654676	-75.43366153	-64.387	0.3	1	-87	36	40	120	0	0.009257398	-1.068608255	0.216977313	4.097366154	0.071531667	0.045508049	4.458522777	0.056745555	0.12567824	-3.313770025	0.076144497
183	1.83	0.050426912	0.601188659	0.321635336	-75.43441079	-64.387	0.3	1	-87	36	40	120	0	0.009254075	-1.068231772	0.216965879	4.097539486	0.07153439	0.045504741	4.457156409	0.056743026	0.125679436	-3.313998458	0.074926179
184	1.84	0.050420706	0.601200407	0.32161601	-75.43514791	-64.387	0.3	1	-87	36	40	120	0	0.009250797	-1.067860275	0.216954627	4.097710052	0.07153707	0.045501487	4.455795861	0.056740537	0.125680613	-3.314223237	0.07371235
185	1.85	0.050414578	0.601212172	0.3215967	-75.43587294	-64.387	0.3	1	-87	36	40	120	0	0.009247563	-1.067493746	0.216943559	4.097877862	0.071539707	0.045498286	4.454441131	0.056738088	0.125681771	-3.314444374	0.072503011
186	1.86	0.050408528	0.601223951	0.321577404	-75.43658592	-64.387	0.3	1	-87	36	40	120	0	0.009244372	-1.067132166	0.216932673	4.098042926	0.0715423	0.045495137	4.453092213	0.05673568	0.12568291	-3.314661883	0.071298164
187	1.87	0.050402556	0.601235746	0.321558124	-75.4372869	-64.387	0.3	1	-87	36	40	120	0	0.009241225	-1.066775518	0.216921967	4.098205253	0.071544851	0.045492041	4.451749103	0.056733312	0.12568403	-3.314875777	0.070097808
188	1.88	0.05039666	0.601247555	0.32153886	-75.43797592	-64.387	0.3	1	-87	36	40	120	0	0.009238122	-1.066423782	0.216911443	4.098364853	0.071547359	0.045488997	4.450411798	0.056730984	0.125685132	-3.315086071	0.068901946
189	1.89	0.050390842	0.601259378	0.321519613	-75.43865303	-64.387	0.3	1	-87	36	40	120	0	0.009235063	-1.066076939	0.216901099	4.098521737	0.071549823	0.045486006	4.449080292	0.056728696	0.125686214	-3.315292777	0.067710576
190	1.9	0.050385101	0.601271215	0.321500381	-75.43931826	-64.387	0.3	1	-87	36	40	120	0	0.009232046	-1.065734972	0.216890934	4.098675914	0.071552246	0.045483066	4.447754581	0.056726447	0.125687278	-3.315495908	0.0665237
191	1.91	0.050379437	0.601283065	0.321481166	-75.43997168	-64.387	0.3	1	-87	36	40	120	0	0.009229073	-1.065397861	0.216880947	4.098827394	0.071554626	0.045480178	4.44643466	0.056724238	0.125688323	-3.315695479	0.065341319
192	1.92	0.050373849	0.601294927	0.321461969	-75.44061331	-64.387	0.3	1	-87	36	40	120	0	0.009226142	-1.065065587	0.216871138	4.098976187	0.071556964	0.045477342	4.445120524	0.056722068	0.12568935	-3.315891503	0.064163433
193	1.93	0.050368336	0.601306801	0.321442788	-75.44124321	-64.387	0.3	1	-87	36	40	120	0	0.009223254	-1.064738131	0.216861507	4.099122303	0.071559259	0.045474556	4.443812168	0.056719937	0.125690358	-3.316083994	0.062990043
194	1.94	0.0503629	0.601318687	0.321423626	-75.44186142	-64.387	0.3	1	-87	36	40	120	0	0.009220409	-1.064415475	0.216852052	4.099265753	0.071561513	0.045471822	4.442509588	0.056717845	0.125691347	-3.316272964	0.061821149
195	1.95	0.05035754	0.601330584	0.321404481	-75.44246799	-64.387	0.3	1	-87	36	40	120	0	0.009217606	-1.064097599	0.216842773	4.099406545	0.071563725	0.045469139	4.441212778	0.056715792	0.125692319	-3.316458427	0.060656752
196	1.96	0.050352254	0.601342491	0.321385354	-75.44306296	-64.387	0.3	1	-87	36	40	120	0	0.009214845	-1.063784484	0.216833669	4.09954469	0.071565896	0.045466506	4.439921733	0.056713778	0.125693272	-3.316640398	0.059496852
197	1.97	0.050347044	0.601354408	0.321366246	-75.44364637	-64.387	0.3	1	-87	36	40	120	0	0.009212127	-1.063476111	0.216824739	4.099680197	0.071568025	0.045463924	4.438636448	0.056711803	0.125694206	-3.316818888	0.058341449
198	1.98	0.050341909	0.601366335	0.321347157	-75.44421828	-64.387	0.3	1	-87	36	40	120	0	0.00920945	-1.063172461	0.216815983	4.099813078	0.071570112	0.045461393	4.437356917	0.056709866	0.125695123	-3.316993912	0.057190545
199	1.99	0.050336848	0.601378271	0.321328086	-75.44477872	-64.387	0.3	1	-87	36	40	120	0	0.009206815	-1.062873514	0.216807401	4.099943341	0.071572159	0.045458911	4.436083136	0.056707967	0.125696022	-3.317165484	0.056044138
200	2	0.050331862	0.601390216	0.321309035	-75.44532774	-64.387	0.3	1	-87	36	40	120	0	0.009204221	-1.062579252	0.21679899	4.100070998	0.071574165	0.045456479	4.434815098	0.056706106	0.125696902	-3.317333616	0.054902229
201	2.01	0.050326949	0.601402169	0.321290004	-75.44586539	-64.387	0.3	1	-87	36	40	120	0	0.009201669	-1.062289655	0.216790751	4.100196057	0.071576129	0.045454097	4.433552797	0.056704283	0.125697765	-3.317498323	0.053764819
202	2.02	0.050322111	0.60141413	0.321270992	-75.44639171	-64.387	0.3	1	-87	36	40	120	0	0.009199158	-1.062004705	0.216782683	4.100318529	0.071578054	0.045451764	4.432296229	0.056702498	0.12569861	-3.317659618	0.052631907
203	2.03	0.050317346	0.601426098	0.321252001	-75.44690675	-64.387	0.3	1	-87	36	40	120	0	0.009196687	-1.061724381	0.216774785	4.100438424	0.071579937	0.045449481	4.431045387	0.056700751	0.125699437	-3.317817513	0.051503493
